LEA_NAME	ST	ADDRESS	WEBSITE_CCD	SY_STATUS	OPERATIONAL_SCHOOLS	LEA_TYPE	LEA_TYPE_TEXT	CHARTER_LEA_TEXT	AGCHRT	SURVYEAR
Socrates Academy	NC	"3909 Weddington Rd, Matthews, NC 28105 "	www.socratesacademy.us	1	1	7	Independent Charter District	An LEA for programs authorized under IDEA but not under ESEA and Perkins	1	2015
SOJOURNER TRUTH ACADEMY	MN	"3820 EMERSON AVE N, MINNEAPOLIS, MN 55412 "	http://www.sojournertruthacademy.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
SOLDIER HOLLOW CHARTER SCHOOL	UT	"2002 OLYMPIC DR, MIDWAY, UT 84049 "	www.mysoldierhollow.com	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Somerset Preparatory PCS	DC	"3301 Wheeler Rd SE, Washington, DC 20032 "	www.somersetdc.com	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Somersworth SAU Office	NH	"51 West High Street, Somersworth, NH 3878 "	http://www.sau56.org/	1	0	3	Supervisory union administrative center (or county superintendent's office serving the same purpose)	State has charter LEAs but this LEA is not a charter LEA	N	2015
Sonoma Valley Unified	CA	"17850 RailRd. Ave., Sonoma, CA 95476 "	http://svusdca.org/	1	11	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
Sonoran Desert School	AZ	"6724 S Kings Ranch Road, Gold Canyon, AZ 85118 "	www.sdschool.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Sonoran Science Academy - Broadway	AZ	"6880 E Broadway Blvd, Tucson, AZ 85710 "	www.sonoranschools.org/broadway	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Sophie B. Wright Institute of Academic Excellence	LA	"1426 Napoleon Avenue, New Orleans, LA 70115 "		3	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Souderton CS Collaborative	PA	"110 E Broad St, Souderton, PA 18964 "	http://www.scsc4kids.org	1	1	7	Independent Charter District	An LEA for programs authorized under IDEA but not under ESEA and Perkins	1	2015
South Arbor Charter Academy	MI	"8200 CARPENTER RD, YPSILANTI, MI 48197 "	http://southarbor.heritageacademies.com/	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
South Bay Union	CA	"601 Elm Ave., Imperial Beach, CA 91932 "	www.sbusd.org	1	13	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
South Bay Union Elementary	CA	"6077 Loma Ave., Eureka, CA 95503 "	www.southbaydistrict.org	1	4	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
SOUTH BRONX CHARTER SCHOOL-INTER CULTURES AND ARTS	NY	"164 BRUCKNER BLVD, BRONX, NY 10454 "	www.sbcsica.org	1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
SOUTH BRONX CLASSICAL CHARTER SCHOOL	NY	"977 FOX ST, BRONX, NY 10459 "	www.classicalcharterschools.org	1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
SOUTH BRONX CLASSICAL CHARTER SCHOOL II	NY	"333 E 135TH ST, BRONX, NY 10454 "	www.classicalcharterschools.org	1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
SOUTH BRONX CLASSICAL CHARTER SCHOOL III	NY	"3490 THIRD AVE, BRONX, NY 10456 "		3	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
SOUTH BRONX COMMUNITY CHARTER HIGH SCHOOL	NY	"890 WASHINGTON AVE, BRONX, NY 10451 "		3	1	7	Independent charter district	LEA for federal programs		2016
SOUTH BRONX EARLY COLLEGE ACADEMY CHARTER SCHOOL	NY	"423 E 138TH ST-7TH FL, BRONX, NY 10454 "	www.sbecacs.org	3	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
South Brunswick Charter School	NC	"4128 Vanessa Drive, Southport, NC 28461 "	http://www.southbcs.org	1	1	7	Independent Charter District	An LEA for programs authorized under IDEA but not under ESEA and Perkins	1	2015
SOUTH BUFFALO CHARTER SCHOOL	NY	"154 S OGDEN ST, BUFFALO, NY 14210 "	www.southbuffalocs.org	1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
South Canton Scholars Charter Academy	MI	"3085 South Canton Center Road, Canton, MI 48188 "	southcanton.heritageacademies.com	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
South Carolina Department of Disabilities and Special Needs	SC	"3440 Harden Street Extension, Columbia, SC 29203 "		1	0	8	Other education agencies	State has charter LEAs but this LEA is not a charter LEA	N	2015
SOUTH CENTRAL BOCES	CO	"323 SOUTH PURCELL BOULEVARD, PUEBLO WEST, CO 81007 "	www.sc-boces.org	1	0	4	Regional Education Service Agency (RESA)	State has charter LEAs but this LEA is not a charter LEA	N	2015
South Central KS Education Serv Cnt	KS	"13939 Diagonal Road, Clearwater, KS 67026 "		1	0	1	Regular local school district that is NOT a component of a supervisory union	State does not have charters or state does not permit charter LEAs	N	2015
South Central KS Spec Ed Coop	KS	"412 Sandy Lane, Pratt, KS 67124 "		1	0	1	Regular local school district that is NOT a component of a supervisory union	State does not have charters or state does not permit charter LEAs	N	2015
South Central Ohio ESC	OH	"522 Glenwood Ave, New Boston, OH 45662 "		1	0	4	Regional Education Service Agency (RESA)	State has charter LEAs but this LEA is not a charter LEA	N	2015
SOUTH CENTRAL SERVICE COOP	AR	"400 MAUL ROAD, CAMDEN, AR 71701 "	www.scsc.k12.ar.us	1	0	4	Regional Education Service Agency (RESA)	State has charter LEAs but this LEA is not a charter LEA	N	2015
SOUTH CITY PREPARATORY ACADEMY	MO	"1224 Grattan, ST. LOUIS, MO 63104 "	WWW.SOUTHCITYPREP.ORG	1	2	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
South Coast ESD	OR	"1350 Teakwood Ave, Coos Bay, OR 97420 "	www.scesd.k12.or.us	1	0	4	Regional Education Service Agency (RESA)	State has charter LEAs but this LEA is not a charter LEA	N	2015
South County Support Services Agency	CA	"16644 S. Elm Ave., Caruthers, CA 93609 "		1	0	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	N	2015
South Lane SD 45J3	OR	"455 Adams, Cottage Grove, OR 97424 "	www.slane.k12.or.us	1	10	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
South Macoupin Association	IL	"701 N Deneen St, Staunton, IL 62088 "		1	0	4	Regional Education Service Agency (RESA)	State has charter LEAs but this LEA is not a charter LEA	N	2015
South Phoenix Academy Inc.	AZ	"7450 S. 40th Street, Phoenix, AZ 85042 "	www.skylineschools.com	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
SOUTH PLAINS ACADEMY CHARTER DISTRICT	TX	"4008 AVE R, LUBBOCK, TX 79412 "	www.sapiacademies.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
South Pointe Scholars Charter Academy	MI	"10550 Geddes Road, Ypsilanti, MI 48198 "	southpointe.heritageacademies.com	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
South Scioto Academy	OH	"2200 Winslow Dr, Columbus, OH 43207 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
South Shore Charter Public (District)	MA	"100 Longwater Circle, Norwell, MA 2061 "	www.sscps.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
SOUTH TECH ACADEMY	FL	"1300 SW 30TH AVE, BOYNTON BEACH, FL 33426 "	http://www.southtechacademy.com	3	0	7	Independent charter district	LEA for federal programs		2016
South Valley Academy  Inc.	AZ	"7450 S. 40th Street, Phoenix, AZ 85042 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
SOUTH VALLEY PREP	NM	"2813 GUN CLUB RD SW, ALBUQUERQUE, NM 87105 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
SOUTHEAST ARK. EDUC. COOP	AR	"1022 SCOGIN DR, MONTICELLO, AR 71655 "	http://se.sesc.k12.ar.us	1	0	4	Regional Education Service Agency (RESA)	State has charter LEAs but this LEA is not a charter LEA	N	2015
SOUTHEAST ED SERVICE CENTER	UT	"685 E 200 S, PRICE, UT 84501 "		1	0	4	Regional Education Service Agency (RESA)	State has charter LEAs but this LEA is not a charter LEA	N	2015
Southeast Kansas Special Education Interlocal	KS	"400 N. Pine, Pittsburg, KS 66762 "		1	0	1	Regular local school district that is NOT a component of a supervisory union	State does not have charters or state does not permit charter LEAs	N	2015
Southeast KS Education Serv Center	KS	"947 W 47 Highway, Girard, KS 66743 "		1	0	1	Regular local school district that is NOT a component of a supervisory union	State does not have charters or state does not permit charter LEAs	N	2015
Southeast Minnesota Special Educati	MN	"140 DIVISION STREET SOUTH, NORTHFIELD, MN 55057 "		7	-2	4	Regional Education Service Agency (RESA)	State has charter LEAs but this LEA is not a charter LEA	N	2015
Southeast ROP	CA	"20122 Cabrillo Ln., Cerritos, CA 90703 "		1	0	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	N	2015
Southeastern Academy	NC	"12251 NC Hwy 41 N, Lumberton, NC 28358 "	www.southeasternacademy.org/	1	1	7	Independent Charter District	An LEA for programs authorized under IDEA but not under ESEA and Perkins	1	2015
SOUTHEASTERN BOCES	CO	"703 South 3rd Street, Lamar, CO 81052 "		1	0	4	Regional Education Service Agency (RESA)	State has charter LEAs but this LEA is not a charter LEA	N	2015
Southern and Eastern States Education Line Office	BI	"545 Marriott Drive #700, Nashville, TN 37214 "		1	0	4	Regional Education Service Agency (RESA)	State does not have charters or state does not permit charter LEAs	N	2015
Southern Arizona Community Academy  Inc.	AZ	"2470 N. Tucson Blvd., Tucson, AZ 85716 "		1	2	7	Independent Charter District	A charter district which is not an LEA for any federal program.	1	2015
Southern California ROP	CA	"2300 Crenshaw Blvd., Torrance, CA 90501 "		1	0	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	N	2015
Southern IN Education Center	IN	"1102 Tree Lane Dr, Jasper, IN 47546 "		1	0	4	Regional Education Service Agency (RESA)	State has charter LEAs but this LEA is not a charter LEA	N	2015
SOUTHERN MINN. SPECIAL SERVICE COOP	MN	"350 3RD ST NW, WELLS, MN 56097 "		1	0	4	Regional Education Service Agency (RESA)	State has charter LEAs but this LEA is not a charter LEA	N	2015
SOUTHERN MN EDUCATION CONSORTIUM	MN	"710 4TH AVE NE, GRAND MEADOW, MN 55936 "		1	0	4	Regional Education Service Agency (RESA)	State has charter LEAs but this LEA is not a charter LEA	N	2015
Southern Ohio Academy	OH	"522 Glenwood Ave, New Boston, OH 45662 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Southern Ohio ESC	OH	"3321 Airborne Road, Wilmington, OH 45177 "	www.southernohioesc.org	1	0	4	Regional Education Service Agency (RESA)	State has charter LEAs but this LEA is not a charter LEA	N	2015
SOUTHERN OKLA. TECHNOLOGY CTR	OK	"2610 SAM NOBLE PKWY, ARDMORE, OK 73401 "		1	0	8	Other education agencies	State has charter LEAs but this LEA is not a charter LEA	N	2015
Southern Oregon ESD	OR	"101 N Grape St, Medford, OR 97501 "	www.soesd.k12.or.us	1	0	4	Regional Education Service Agency (RESA)	State has charter LEAs but this LEA is not a charter LEA	N	2015
Southern Placer Schools Transportation Authority	CA	"5477 Eureka Rd., Roseville, CA 95746 "		1	0	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	N	2015
Southern RI Educational Collaborative	RI	"646 Camp Avenue, North Kingstown, RI 2852 "		1	0	5	State agency providing elementary and/or secondary level instruction	State has charter LEAs but this LEA is not a charter LEA	N	2015
Southern Wake Academy	NC	"5108 Old Powell Rd, Holly Springs, NC 27540 "	www.southernwakeacademy.org	1	1	7	Independent Charter District	An LEA for programs authorized under IDEA but not under ESEA and Perkins	1	2015
Southgate Academy  Inc.	AZ	"850 West Valencia Road, Tucson, AZ 85706 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Southland College Prep	IL	"4601 Sauk Trl, Richton Park, IL 60471 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Southside Academy	OH	"1400 Oak Hill Ave, Youngstown, OH 44507 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
SOUTHSIDE ACADEMY CHARTER SCHOOL	NY	"2200 ONONDAGA CREEK BLVD, SYRACUSE, NY 13207 "	www.nhaschools.com/schools/southside	1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
SouthSide Charter School	RI	"126 Somerset Street, Providence, RI 2907 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
SOUTHSIDE FAMILY CHARTER SCHOOL	MN	"4500 CLINTON AVE S, MINNEAPOLIS, MN 55419 "	http://www.southsidefamilyschool.org/	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
SOUTHWEST ARK. COOP	AR	"500 SOUTH SPRUCE, HOPE, AR 71801 "	http://etsp.k12.ar.us	1	0	4	Regional Education Service Agency (RESA)	State has charter LEAs but this LEA is not a charter LEA	N	2015
Southwest Detroit Lighthouse Charter Academy	MI	"4001 29th St, Detroit, MI 48210 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
SOUTHWEST ED. DEV. CENTER	UT	"520 W 800 S, CEDAR CITY, UT 84720 "		1	0	4	Regional Education Service Agency (RESA)	State has charter LEAs but this LEA is not a charter LEA	N	2015
SouthWest Educational Cooperative (	MN	"100 STRONG STREET, TYLER, MN 56178 "		3	0	4	Regional Education Service Agency (RESA)	State has charter LEAs but this LEA is not a charter LEA	N	2015
Southwest Georgia RESA	GA	"118 McLaughlin Street SW, Pelham, GA 31779 "		1	0	4	Regional Education Service Agency (RESA)	State has charter LEAs but this LEA is not a charter LEA	N	2015
SOUTHWEST INTERMEDIATE LEARNING CENTER	NM	"10301 CANDELARIA NE SUITE B, ALBUQUERQUE, NM 87112 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Southwest Kansas Area Cooperative	KS	"001 Ford Road, Ensign, KS 67841 "		1	0	1	Regular local school district that is NOT a component of a supervisory union	State does not have charters or state does not permit charter LEAs	N	2015
Southwest Leadership Academy	AZ	"4301 West Fillmore Street, Phoenix, AZ 85043 "	www.southwestleadershipacademy.com	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Southwest Leadership Academy CS	PA	"7101 Paschall Ave, Philadelphia, PA 19142 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Southwest Licking Digital Acad	OH	"927-A South St, Pataskala, OH 43062 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Southwest Louisiana Charter Academy	LA	"1700 East McNeese Street, Lake Charles, LA 70607 "		3	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Southwest Metro Intermediate 288	MN	"792 CANTERBURY ROAD S STE 211, SHAKOPEE, MN 55379 "		3	9	4	Service agency	Not a charter district		2016
Southwest Plains Regional Svc Ctr	KS	"900 Lark Avenue, Sublette, KS 67877 "		1	0	1	Regular local school district that is NOT a component of a supervisory union	State does not have charters or state does not permit charter LEAs	N	2015
SOUTHWEST PREPARATORY SCHOOL	TX	"1258 AUSTIN HWY, SAN ANTONIO, TX 78209 "	www.swprep.org	1	5	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
SOUTHWEST PRIMARY LEARNING CENTER	NM	"10301 CANDELARIA NE, ALBUQUERQUE, NM 87112 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
SOUTHWEST SCHOOL	TX	"3333 BERING DR, HOUSTON, TX 77057 "	www.swschools.org	1	6	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
SOUTHWEST SECONDARY LEARNING CENTER	NM	"10301 CANDELARIA NE SUITE B, ALBUQUERQUE, NM 87112 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
SOUTHWEST TECHNOLOGY CENTER	OK	"711 W TAMARACK RD, ALTUS, OK 73521 "		1	0	8	Other education agencies	State has charter LEAs but this LEA is not a charter LEA	N	2015
Southwest Transportation Agency	CA	"16644 S. Elm Ave., Caruthers, CA 93609 "		1	0	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	N	2015
Sparta Area School District	WI	"201 E Franklin St, Sparta, WI 54656 "	www.spartan.org	1	12	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
Spec Educ Assoc of Adams County	IL	"1416 Maine St, Quincy, IL 62301 "		1	0	4	Regional Education Service Agency (RESA)	State has charter LEAs but this LEA is not a charter LEA	N	2015
Special Services - Johnson Co	IN	"500 Earlywood Dr, Franklin, IN 46131 "		1	0	4	Regional Education Service Agency (RESA)	State has charter LEAs but this LEA is not a charter LEA	N	2015
SPECTRUM ACADEMY	UT	"575 N CUTLER DR, NORTH SALT LAKE, UT 84054 "	http://www.spectrumcharter.org	1	2	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Spectrum CS	PA	"4369 Northern Pike, Monroeville, PA 15146 "	http://www.spectrumcharterschool.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
SPECTRUM HIGH SCHOOL	MN	"17796 INDUSTRIAL CIRCLE NW, ELK RIVER, MN 55330 "	http://www.spectrumhighschool.org/	1	2	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Spencer Valley Elementary	CA	"4414 Highway 78 and 79, Santa Ysabel, CA 92070 "	www.sdcoe.k12.ca.us/districts/spencer	1	3	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
Spero Academy	MN	"1534 6TH ST NE, MINNEAPOLIS, MN 55413 "	http://www.fraseracademy.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Spokane International Academy	WA	"2706 E Queen Avenue, Spokane, WA 99217 "	http://www.spokaneintlacademy.org	8	1	7	Independent charter district	LEA for federal programs		2016
Spooner Area School District	WI	"801 County Highway A, Spooner, WI 54801 "	www.spooner.k12.wi.us	1	5	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
SPRING BRANCH ISD	TX	"955 CAMPBELL RD, HOUSTON, TX 77024 "	www.springbranchisd.com	1	51	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
Spring Hill	KS	"101 E South Street, Spring Hill, KS 66083 "	http://www.usd230.org	1	7	1	Regular local school district that is NOT a component of a supervisory union	State does not have charters or state does not permit charter LEAs	2	2015
Springfield Preparatory and Fitness Academy	OH	"1615 Selma Rd, Springfield, OH 45505 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Springfield Preparatory Charter School (District)	MA	"1 Federal Street, Springfield, MA 1105 "	www.springfieldprep.org	3	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Springfield SD 186	IL	"1900 W Monroe St, Springfield, IL 62704 "		1	34	1	Regular local school district that is NOT a component of a supervisory union	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	2	2015
Springfield SD 19	OR	"525 Mill St, Springfield, OR 97477 "	www.springfield.k12.or.us	1	21	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
ST ANTHONY SCHOOL	TX	"3732 MYRTLE ST, DALLAS, TX 75215 "		1	2	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
St Clair Co/SWIC CTE System 460	IL	"600 S Smiley St, O Fallon, IL 62269 "		1	0	4	Regional Education Service Agency (RESA)	State has charter LEAs but this LEA is not a charter LEA	N	2015
St Clair ROE Special Education	IL	"1000 S Illinois St, Belleville, IL 62220 "		1	0	4	Regional Education Service Agency (RESA)	State has charter LEAs but this LEA is not a charter LEA	N	2015
St Coletta Special Education PCS	DC	"1901 Independence Ave SE, Washington, DC 20003 "	www.stcoletta.org	1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
St Helens SD 502	OR	"474 N 16th St, St Helens, OR 97051 "	www.sthelens.k12.or.us	1	6	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
ST HOPE LEADERSHIP ACADEMY CHARTER SCHOOL	NY	"222 W 134TH ST-RM 111, NEW YORK, NY 10030 "	www.sthopeleadershipacademy.org	1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
ST LOUIS LANG IMMERSION SCHOOL	MO	"4011 PAPIN STREET, ST LOUIS, MO 63110 "	WWW.SLLIS.ORG	1	4	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
ST MARY'S ACADEMY CHARTER SCHOOL	TX	"507 N FILMORE, BEEVILLE, TX 78102 "	www.smacs.net	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
ST PAUL CONSERVATORY PERFORMING ART	MN	"16 W 5TH STREET, SAINT PAUL, MN 55102 "	www.spcpa.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
St. Clair County Intervention Academy	MI	"1170 MICHIGAN RD, PORT HURON, MI 48060 "	www.sccresa.org/countyeducation/academies/interventionacademy/	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
ST. CROIX PREPARATORY ACADEMY	MN	"4260 STAGECOACH TRL N, STILLWATER, MN 55082 "	http://www.stcroixprep.org/index.html	1	3	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
ST. CROIX RIVER EDUCATION DISTRICT	MN	"425 S DANA AVE, RUSH CITY, MN 55069 "	http://www.scred.k12.mn.us/	1	0	4	Regional Education Service Agency (RESA)	State has charter LEAs but this LEA is not a charter LEA	N	2015
ST. GEORGE ACADEMY	UT	"380 E. 3090 S., WASHINGTON, UT 84780 "	http://www.stgacademy.org	7	0	7	Independent charter district	LEA for federal programs		2016
ST. JOHNS	FL	"40 ORANGE ST, ST AUGUSTINE, FL 32084 "	http://www.stjohns.k12.fl.us/	1	51	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
ST. LUCIE	FL	"4204 OKEECHOBEE RD, FORT PIERCE, FL 34947 "	www.stlucieschools.org	1	50	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
St. Mary's County Public Schools	MD	"23160 Moakley Street, Leonardtown, MD 20650 "	www.smcps.org	1	28	1	Regular local school district that is NOT a component of a supervisory union	State does not have charters or state does not permit charter LEAs	2	2015
St. Marys Home	AL	"4350 Moffett Rd, Mobile, AL 36618 "		1	0	5	State agency providing elementary and/or secondary level instruction	State does not have charters or state does not permit charter LEAs	N	2015
ST. PAUL CITY SCHOOL	MN	"260 EDMUND AVE, SAINT PAUL, MN 55103 "	www.stpaulcityschool.org	1	2	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
St. Vrain Valley School District No. Re1J	CO	"395 SOUTH PRATT PARKWAY, LONGMONT, CO 80501 "	www.svvsd.org	1	51	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
Stambaugh Charter Academy	OH	"2420 Donald Ave, Youngstown, OH 44509 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Stamford Academy	CT	"229 North Street, Stamford, CT 6092 "		1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
Stamford Charter School for E	CT	"1 Schuyler Ave., Stamford, CT 6902 "		3	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
Standing Rock Education Line Office	BI	"PO Box E, Fort Yates, ND 58538 "		1	0	4	Regional Education Service Agency (RESA)	State does not have charters or state does not permit charter LEAs	N	2015
Stanislaus County Office of Education	CA	"1100 H St., Modesto, CA 95354 "	www.stancoe.org	1	8	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
Star Academy of Toledo	OH	"5025 Glendale Ave, Toledo, OH 43614 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Star International Academy	MI	"24425 HASS ST, DEARBORN HEIGHTS, MI 48127 "	www.starpsa.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
STAR OF THE NORTH ACADEMY CHARTER S	MN	"1562 VIKING BLVD, EAST BETHEL, MN 55011 "	http://www.snacharterschool.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Stark County ESC	OH	"2100 38th St NW, Canton, OH 44709 "		1	0	4	Regional Education Service Agency (RESA)	State has charter LEAs but this LEA is not a charter LEA	N	2015
Starr Detroit Academy	MI	"19360 Harper Ave, Harper Woods, MI 48225 "	www.starracademy.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
StarShine Academy	AZ	"3535 McDowell Road, Phoenix, AZ 85008 "	www.starshineacademy.org	1	2	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Starved Rock for Voc Tech Ed	IL	"200 9th St, Peru, IL 61354 "		1	0	4	Regional Education Service Agency (RESA)	State has charter LEAs but this LEA is not a charter LEA	N	2015
State Charter School Institute	CO	"1580 LOGAN STREET SUITE 210, DENVER, CO 80203 "	http://www.csi.state.co.us	1	37	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
State Charter Schools- Cherokee Charter Academy	GA	"2126 Sixes Rd, Canton, GA 30114 "	www.cherokecharter.org	1	1	7	Independent Charter District	State has charter LEAs but this LEA is not a charter LEA	1	2015
State Charter Schools- Georgia Connections Academy	GA	"2763 Meadow Church Rd Ste 208, Duluth, GA 30097 "	http://www.connectionsacademy.com/georgia-virtual-school/home.aspx	1	1	7	Independent Charter District	State has charter LEAs but this LEA is not a charter LEA	1	2015
State Charter Schools- Georgia Cyber Academy	GA	"503 Oak Pl Ste 540, Atlanta, GA 30349 "		1	1	7	Independent Charter District	State has charter LEAs but this LEA is not a charter LEA	1	2015
